# name,material  (generated by gen_import.py)
tiled_cherry_planks,cherry_planks
versailles_cherry_planks,cherry_planks
vertical_cherry_planks,cherry_planks
vertically_railed_cherry_planks,cherry_planks
wickered_cherry_planks,cherry_planks
angry_clay,clay
carved_clay,clay
checkered_clay_tiles,clay
clay_bricks,clay
clay_mini_tiles,clay
clay_scales,clay
cobbled_clay,clay
cracked_clay_bricks,clay
cracked_disordered_clay_bricks,clay
cracked_flat_clay_tiles,clay
creeper_clay_carving,clay
crying_clay,clay
cut_blank_clay,clay
duh_clay,clay
engraved_clay,clay
eroded_clay,clay
etched_clay_bricks,clay
flat_clay_tiles,clay
glad_clay,clay
inlayed_clay,clay
inscribed_clay,clay
layed_clay_bricks,clay
loded_clay,clay
offset_clay_bricks,clay
prismal_clay_remnants,clay
rough_clay,clay
rounded_clay_bricks,clay
runic_carved_clay,clay
sad_clay,clay
sanded_clay,clay
small_clay_bricks,clay
smooth_inlayed_clay,clay
smooth_ringed_clay,clay
smoothed_double_inlayed_clay,clay
spiraled_clay,clay
stacked_clay_bricks,clay
tiled_clay,clay
tiny_clay_bricks,clay
tiny_layered_clay_bricks,clay
tiny_layered_clay_slabs,clay
trodden_clay,clay
unamused_clay,clay
vertical_cut_clay,clay
vertical_disordered_clay_bricks,clay
weathered_clay,clay
angry_coal_block,coal_block
carved_coal_block,coal_block
checkered_coal_block_tiles,coal_block
coal_block_bricks,coal_block
coal_block_mini_tiles,coal_block
coal_block_polished,coal_block
coal_block_scales,coal_block
cobbled_coal_block,coal_block
cracked_coal_block_bricks,coal_block
cracked_disordered_coal_block_bricks,coal_block
cracked_flat_coal_block_tiles,coal_block
creeper_coal_block_carving,coal_block
crying_coal_block,coal_block
cut_blank_coal_block,coal_block
duh_coal_block,coal_block
engraved_coal_block,coal_block
eroded_coal_block,coal_block
etched_coal_block_bricks,coal_block
flat_coal_block_tiles,coal_block
glad_coal_block,coal_block
inlayed_coal_block,coal_block
inscribed_coal_block,coal_block
layed_coal_block_bricks,coal_block
loded_coal_block,coal_block
offset_coal_block_bricks,coal_block
prismal_coal_block_remnants,coal_block
rough_coal_block,coal_block
rounded_coal_block_bricks,coal_block
runic_carved_coal_block,coal_block
sad_coal_block,coal_block
sanded_coal_block,coal_block
small_coal_block_bricks,coal_block
smooth_inlayed_coal_block,coal_block
smooth_ringed_coal_block,coal_block
smoothed_double_inlayed_coal_block,coal_block
spiraled_coal_block,coal_block
stacked_coal_block_bricks,coal_block
tiled_coal_block,coal_block
tiny_coal_block_bricks,coal_block
tiny_layered_coal_block_bricks,coal_block
tiny_layered_coal_block_slabs,coal_block
trodden_coal_block,coal_block
unamused_coal_block,coal_block
vertical_cut_coal_block,coal_block
vertical_disordered_coal_block_bricks,coal_block
weathered_coal_block,coal_block
angry_cobblestone,cobblestone
carved_cobblestone,cobblestone
checkered_cobblestone_tiles,cobblestone
cobbled_cobblestone,cobblestone
cobblestone_bricks,cobblestone
cobblestone_diamond_pavers,cobblestone
cobblestone_large_squares,cobblestone
cobblestone_mini_tiles,cobblestone
cobblestone_polished,cobblestone
cobblestone_scales,cobblestone
cobblestone_sheared,cobblestone
cobblestone_small_brick,cobblestone
cracked_cobblestone_bricks,cobblestone
cracked_disordered_cobblestone_bricks,cobblestone
cracked_flat_cobblestone_tiles,cobblestone
creeper_cobblestone_carving,cobblestone
crying_cobblestone,cobblestone
cut_blank_cobblestone,cobblestone
duh_cobblestone,cobblestone
engraved_cobblestone,cobblestone
eroded_cobblestone,cobblestone
etched_cobblestone_bricks,cobblestone
flat_cobblestone_tiles,cobblestone
glad_cobblestone,cobblestone
inlayed_cobblestone,cobblestone
inscribed_cobblestone,cobblestone
layed_cobblestone_bricks,cobblestone
loded_cobblestone,cobblestone
offset_cobblestone_bricks,cobblestone
prismal_cobblestone_remnants,cobblestone
rough_cobblestone,cobblestone
rounded_cobblestone_bricks,cobblestone
runic_carved_cobblestone,cobblestone
sad_cobblestone,cobblestone
sanded_cobblestone,cobblestone
small_cobblestone_bricks,cobblestone
smooth_inlayed_cobblestone,cobblestone
smooth_ringed_cobblestone,cobblestone
smoothed_double_inlayed_cobblestone,cobblestone
spiraled_cobblestone,cobblestone
stacked_cobblestone_bricks,cobblestone
tiled_cobblestone,cobblestone
tiny_cobblestone_bricks,cobblestone
tiny_layered_cobblestone_bricks,cobblestone
tiny_layered_cobblestone_slabs,cobblestone
trodden_cobblestone,cobblestone
unamused_cobblestone,cobblestone
vertical_cut_cobblestone,cobblestone
vertical_disordered_cobblestone_bricks,cobblestone
weathered_cobblestone,cobblestone
angry_crimsite,crimsite
bordered_crimsite,crimsite
brick_bordered_crimsite,crimsite
carved_crimsite,crimsite
checkered_crimsite_tiles,crimsite
cobbled_crimsite,crimsite
cracked_crimsite_bricks,crimsite
cracked_disordered_crimsite_bricks,crimsite
cracked_flat_crimsite_tiles,crimsite
creeper_crimsite_carving,crimsite
crimsite_bricks,crimsite
crimsite_mini_tiles,crimsite
crimsite_scales,crimsite
crying_crimsite,crimsite
cut_blank_crimsite,crimsite
duh_crimsite,crimsite
edged_crimsite_bricks,crimsite
engraved_crimsite,crimsite
eroded_crimsite,crimsite
etched_crimsite_bricks,crimsite
flat_crimsite_tiles,crimsite
glad_crimsite,crimsite
inlayed_crimsite,crimsite
inscribed_crimsite,crimsite
layed_crimsite_bricks,crimsite
loded_crimsite,crimsite
offset_crimsite_bricks,crimsite
overlapping_crimsite_tiles,crimsite
polished_crimsite,crimsite
prismal_crimsite_remnants,crimsite
rough_crimsite,crimsite
rounded_crimsite_bricks,crimsite
runic_carved_crimsite,crimsite
sad_crimsite,crimsite
sanded_crimsite,crimsite
small_crimsite_bricks,crimsite
smooth_inlayed_crimsite,crimsite
smooth_ringed_crimsite,crimsite
smoothed_double_inlayed_crimsite,crimsite
spiraled_crimsite,crimsite
stacked_crimsite_bricks,crimsite
thick_inlayed_crimsite,crimsite
tiled_bordered_crimsite,crimsite
tiled_crimsite,crimsite
tiny_brick_bordered_crimsite,crimsite
tiny_crimsite_bricks,crimsite
tiny_layered_crimsite_bricks,crimsite
tiny_layered_crimsite_slabs,crimsite
trodden_crimsite,crimsite
unamused_crimsite,crimsite
vertical_cut_crimsite,crimsite
vertical_disordered_crimsite_bricks,crimsite
weathered_crimsite,crimsite
basket_woven_crimson_planks,crimson_planks
boxed_crimson_planks,crimson_planks
brick_bond_crimson_planks,crimson_planks
bricky_crimson_planks,crimson_planks
crimson_planks_fine_mosaic,crimson_planks
crimson_planks_mosaic,crimson_planks
crimson_planks_shavings,crimson_planks
cross_laced_crimson_planks,crimson_planks
crossed_crimson_planks,crimson_planks
detailed_crimson_planks,crimson_planks
diagonal_crimson_planks,crimson_planks
diamond_crimson_planks,crimson_planks
double_herringbone_crimson_planks,crimson_planks
fine_crimson_planks,crimson_planks
fine_vertical_crimson_planks,crimson_planks
herringbone_crimson_planks,crimson_planks
hewn_crimson_planks,crimson_planks
laced_crimson_planks,crimson_planks
nailed_crimson_planks,crimson_planks
polished_crimson_planks,crimson_planks
railed_crimson_planks,crimson_planks
shifted_crimson_planks,crimson_planks
slanted_crimson_planks,crimson_planks
smooth_crimson_planks,crimson_planks
stacked_crimson_planks,crimson_planks
thin_crimson_planks,crimson_planks
tiled_crimson_planks,crimson_planks
versailles_crimson_planks,crimson_planks
vertical_crimson_planks,crimson_planks
vertically_railed_crimson_planks,crimson_planks
wickered_crimson_planks,crimson_planks
angry_crying_obsidian,crying_obsidian
carved_crying_obsidian,crying_obsidian
checkered_crying_obsidian_tiles,crying_obsidian
cobbled_crying_obsidian,crying_obsidian
cracked_crying_obsidian_bricks,crying_obsidian
cracked_disordered_crying_obsidian_bricks,crying_obsidian
cracked_flat_crying_obsidian_tiles,crying_obsidian
creeper_crying_obsidian_carving,crying_obsidian
crying_crying_obsidian,crying_obsidian
crying_obsidian_bricks,crying_obsidian
crying_obsidian_mini_tiles,crying_obsidian
crying_obsidian_scales,crying_obsidian
cut_blank_crying_obsidian,crying_obsidian
duh_crying_obsidian,crying_obsidian
engraved_crying_obsidian,crying_obsidian
eroded_crying_obsidian,crying_obsidian
etched_crying_obsidian_bricks,crying_obsidian
flat_crying_obsidian_tiles,crying_obsidian
glad_crying_obsidian,crying_obsidian
inlayed_crying_obsidian,crying_obsidian
inscribed_crying_obsidian,crying_obsidian
layed_crying_obsidian_bricks,crying_obsidian
loded_crying_obsidian,crying_obsidian
offset_crying_obsidian_bricks,crying_obsidian
prismal_crying_obsidian_remnants,crying_obsidian
rough_crying_obsidian,crying_obsidian
rounded_crying_obsidian_bricks,crying_obsidian
runic_carved_crying_obsidian,crying_obsidian
sad_crying_obsidian,crying_obsidian
sanded_crying_obsidian,crying_obsidian
small_crying_obsidian_bricks,crying_obsidian
smooth_inlayed_crying_obsidian,crying_obsidian
smooth_ringed_crying_obsidian,crying_obsidian
smoothed_double_inlayed_crying_obsidian,crying_obsidian
spiraled_crying_obsidian,crying_obsidian
stacked_crying_obsidian_bricks,crying_obsidian
tiled_crying_obsidian,crying_obsidian
tiny_crying_obsidian_bricks,crying_obsidian
tiny_layered_crying_obsidian_bricks,crying_obsidian
tiny_layered_crying_obsidian_slabs,crying_obsidian
trodden_crying_obsidian,crying_obsidian
unamused_crying_obsidian,crying_obsidian
vertical_cut_crying_obsidian,crying_obsidian
vertical_disordered_crying_obsidian_bricks,crying_obsidian
weathered_crying_obsidian,crying_obsidian
bolted_cyan_concrete,cyan_concrete
creeper_cyan_concrete,cyan_concrete
cyan_concrete_bricks,cyan_concrete
cyan_concrete_tiles,cyan_concrete
grid_cyan_concrete,cyan_concrete
hazard_cyan_concrete,cyan_concrete
mosaic_cyan_concrete,cyan_concrete
railed_cyan_concrete,cyan_concrete
reinforced_cyan_concrete,cyan_concrete
rusted_cyan_concrete,cyan_concrete
stacked_cyan_concrete,cyan_concrete
stop_cyan_concrete,cyan_concrete
warning_cyan_concrete,cyan_concrete
cyan_glazed_terracotta_smooth_tiles,cyan_glazed_terracotta
cyan_glazed_terracotta_tiles,cyan_glazed_terracotta
decorated_cyan_glazed_terracotta,cyan_glazed_terracotta
hexagonical_cyan_glazed_terracotta,cyan_glazed_terracotta
minimized_cyan_glazed_terracotta,cyan_glazed_terracotta
paved_cyan_glazed_terracotta,cyan_glazed_terracotta
shrunken_cyan_glazed_terracotta,cyan_glazed_terracotta
starry_cyan_glazed_terracotta,cyan_glazed_terracotta
waved_cyan_glazed_terracotta,cyan_glazed_terracotta
chiseled_cyan_terracotta,cyan_terracotta
chiseled_cyan_terracotta_bricks,cyan_terracotta
crossed_cyan_terracotta,cyan_terracotta
cut_cyan_terracotta,cyan_terracotta
cyan_terracotta_bricks,cyan_terracotta
cyan_terracotta_small_bricks,cyan_terracotta
cyan_terracotta_tile,cyan_terracotta
cyan_terracotta_tiles,cyan_terracotta
decorated_cyan_terracotta,cyan_terracotta
layered_cyan_terracotta,cyan_terracotta
triangular_cyan_terracotta,cyan_terracotta
barky_cyan_wool,cyan_wool
blocky_cyan_wool,cyan_wool
bundled_cyan_wool,cyan_wool
cross_haired_cyan_wool,cyan_wool
cubed_cyan_wool,cyan_wool
knitted_cyan_wool,cyan_wool
patched_cyan_wool,cyan_wool
ribbled_cyan_wool,cyan_wool
scaled_cyan_wool,cyan_wool
soft_cyan_wool,cyan_wool
stringed_cyan_wool,cyan_wool
tiled_cyan_wool,cyan_wool
tripped_cyan_wool,cyan_wool
wickered_cyan_wool,cyan_wool
windmill_cyan_wool,cyan_wool
wool_legacy_cyan,cyan_wool
wool_llama_cyan,cyan_wool
woved_cyan_wool,cyan_wool
angry_dark_limestone,dark_limestone
bordered_dark_limestone,dark_limestone
brick_bordered_dark_limestone,dark_limestone
carved_dark_limestone,dark_limestone
checkered_dark_limestone_tiles,dark_limestone
cobbled_dark_limestone,dark_limestone
cracked_dark_limestone_bricks,dark_limestone
cracked_disordered_dark_limestone_bricks,dark_limestone
cracked_flat_dark_limestone_tiles,dark_limestone
creeper_dark_limestone_carving,dark_limestone
crying_dark_limestone,dark_limestone
cut_blank_dark_limestone,dark_limestone
dark_limestone,dark_limestone
dark_limestone_bricks,dark_limestone
dark_limestone_mini_tiles,dark_limestone
dark_limestone_scales,dark_limestone
duh_dark_limestone,dark_limestone
edged_dark_limestone_bricks,dark_limestone
engraved_dark_limestone,dark_limestone
eroded_dark_limestone,dark_limestone
etched_dark_limestone_bricks,dark_limestone
flat_dark_limestone_tiles,dark_limestone
glad_dark_limestone,dark_limestone
inlayed_dark_limestone,dark_limestone
inscribed_dark_limestone,dark_limestone
layed_dark_limestone_bricks,dark_limestone
loded_dark_limestone,dark_limestone
offset_dark_limestone_bricks,dark_limestone
overlapping_dark_limestone_tiles,dark_limestone
polished_dark_limestone,dark_limestone
prismal_dark_limestone_remnants,dark_limestone
rough_dark_limestone,dark_limestone
rounded_dark_limestone_bricks,dark_limestone
runic_carved_dark_limestone,dark_limestone
sad_dark_limestone,dark_limestone
sanded_dark_limestone,dark_limestone
small_dark_limestone_bricks,dark_limestone
smooth_inlayed_dark_limestone,dark_limestone
smooth_ringed_dark_limestone,dark_limestone
smoothed_double_inlayed_dark_limestone,dark_limestone
spiraled_dark_limestone,dark_limestone
stacked_dark_limestone_bricks,dark_limestone
thick_inlayed_dark_limestone,dark_limestone
tiled_bordered_dark_limestone,dark_limestone
tiled_dark_limestone,dark_limestone
tiny_brick_bordered_dark_limestone,dark_limestone
tiny_dark_limestone_bricks,dark_limestone
tiny_layered_dark_limestone_bricks,dark_limestone
tiny_layered_dark_limestone_slabs,dark_limestone
trodden_dark_limestone,dark_limestone
unamused_dark_limestone,dark_limestone
vertical_cut_dark_limestone,dark_limestone
vertical_disordered_dark_limestone_bricks,dark_limestone
weathered_dark_limestone,dark_limestone
basket_woven_dark_oak_planks,dark_oak_planks
boxed_dark_oak_planks,dark_oak_planks
brick_bond_dark_oak_planks,dark_oak_planks
bricky_dark_oak_planks,dark_oak_planks
cross_laced_dark_oak_planks,dark_oak_planks
crossed_dark_oak_planks,dark_oak_planks
dark_oak_planks_fine_mosaic,dark_oak_planks
dark_oak_planks_mosaic,dark_oak_planks
dark_oak_planks_shavings,dark_oak_planks
detailed_dark_oak_planks,dark_oak_planks
diagonal_dark_oak_planks,dark_oak_planks
diamond_dark_oak_planks,dark_oak_planks
double_herringbone_dark_oak_planks,dark_oak_planks
fine_dark_oak_planks,dark_oak_planks
fine_vertical_dark_oak_planks,dark_oak_planks
herringbone_dark_oak_planks,dark_oak_planks
hewn_dark_oak_planks,dark_oak_planks
laced_dark_oak_planks,dark_oak_planks
nailed_dark_oak_planks,dark_oak_planks
polished_dark_oak_planks,dark_oak_planks
railed_dark_oak_planks,dark_oak_planks
shifted_dark_oak_planks,dark_oak_planks
slanted_dark_oak_planks,dark_oak_planks
smooth_dark_oak_planks,dark_oak_planks
stacked_dark_oak_planks,dark_oak_planks
thin_dark_oak_planks,dark_oak_planks
tiled_dark_oak_planks,dark_oak_planks
versailles_dark_oak_planks,dark_oak_planks
vertical_dark_oak_planks,dark_oak_planks
vertically_railed_dark_oak_planks,dark_oak_planks
wickered_dark_oak_planks,dark_oak_planks
angry_dark_prismarine,dark_prismarine
carved_dark_prismarine,dark_prismarine
checkered_dark_prismarine_tiles,dark_prismarine
cobbled_dark_prismarine,dark_prismarine
cracked_dark_prismarine_bricks,dark_prismarine
cracked_disordered_dark_prismarine_bricks,dark_prismarine
cracked_flat_dark_prismarine_tiles,dark_prismarine
cracked_tiny_dark_prismarine_tiles,dark_prismarine
creeper_dark_prismarine_carving,dark_prismarine
crying_dark_prismarine,dark_prismarine
cut_blank_dark_prismarine,dark_prismarine
dark_prismarine_cobbled_mossy,dark_prismarine
dark_prismarine_diamond_pavers,dark_prismarine
dark_prismarine_large_bricks,dark_prismarine
dark_prismarine_large_bricks_cracked,dark_prismarine
dark_prismarine_large_bricks_mossy,dark_prismarine
dark_prismarine_mini_tiles,dark_prismarine
dark_prismarine_scales,dark_prismarine
dark_prismarine_small_brick,dark_prismarine
duh_dark_prismarine,dark_prismarine
engraved_dark_prismarine,dark_prismarine
eroded_dark_prismarine,dark_prismarine
etched_dark_prismarine_bricks,dark_prismarine
flat_dark_prismarine_tiles,dark_prismarine
glad_dark_prismarine,dark_prismarine
inlayed_dark_prismarine,dark_prismarine
inscribed_dark_prismarine,dark_prismarine
layed_dark_prismarine_bricks,dark_prismarine
loded_dark_prismarine,dark_prismarine
mossy_cobbled_dark_prismarine,dark_prismarine
mossy_dark_prismarine_bricks,dark_prismarine
offset_dark_prismarine_bricks,dark_prismarine
prismal_dark_prismarine_remnants,dark_prismarine
rough_dark_prismarine,dark_prismarine
rounded_dark_prismarine_bricks,dark_prismarine
runic_carved_dark_prismarine,dark_prismarine
sad_dark_prismarine,dark_prismarine
sanded_dark_prismarine,dark_prismarine
small_dark_prismarine_bricks,dark_prismarine
smooth_inlayed_dark_prismarine,dark_prismarine
smooth_ringed_dark_prismarine,dark_prismarine
smoothed_double_inlayed_dark_prismarine,dark_prismarine
spiraled_dark_prismarine,dark_prismarine
stacked_dark_prismarine_bricks,dark_prismarine
tiled_dark_prismarine,dark_prismarine
tiny_dark_prismarine_bricks,dark_prismarine
tiny_layered_dark_prismarine_bricks,dark_prismarine
tiny_layered_dark_prismarine_slabs,dark_prismarine
trodden_dark_prismarine,dark_prismarine
unamused_dark_prismarine,dark_prismarine
vertical_cut_dark_prismarine,dark_prismarine
vertical_disordered_dark_prismarine_bricks,dark_prismarine
weathered_dark_prismarine,dark_prismarine
angry_deepslate,deepslate
carved_deepslate,deepslate
checkered_deepslate_tiles,deepslate
cracked_disordered_deepslate_bricks,deepslate
cracked_flat_deepslate_tiles,deepslate
creeper_deepslate_carving,deepslate
crying_deepslate,deepslate
cut_blank_deepslate,deepslate
deepslate_mini_tiles,deepslate
deepslate_scales,deepslate
duh_deepslate,deepslate
engraved_deepslate,deepslate
eroded_deepslate,deepslate
etched_deepslate_bricks,deepslate
flat_deepslate_tiles,deepslate
glad_deepslate,deepslate
inlayed_deepslate,deepslate
inscribed_deepslate,deepslate
layed_deepslate_bricks,deepslate
layerd_deepslate_bricks,deepslate
loded_deepslate,deepslate
mossy_cobbled_deepslate,deepslate
mossy_deepslate_bricks,deepslate
offset_basalt_deepslate,deepslate
offset_deepslate_bricks,deepslate
prismal_deepslate_remnants,deepslate
rough_deepslate,deepslate
rounded_deepslate_bricks,deepslate
runic_carved_deepslate,deepslate
sad_deepslate,deepslate
sanded_deepslate,deepslate
small_deepslate_bricks,deepslate
smooth_inlayed_deepslate,deepslate
smooth_ringed_deepslate,deepslate
smoothed_double_inlayed_deepslate,deepslate
spiraled_deepslate,deepslate
stacked_deepslate_bricks,deepslate
tiled_deepslate,deepslate
tiny_deepslate_bricks,deepslate
tiny_layered_deepslate_bricks,deepslate
tiny_layered_deepslate_slabs,deepslate
trodden_deepslate,deepslate
unamused_deepslate,deepslate
vertical_cut_deepslate,deepslate
vertical_disordered_deepslate_bricks,deepslate
weathered_deepslate,deepslate
ancient_diamond_block,diamond_block
chipped_diamond_block,diamond_block
diamond_block_diagonal_tiles,diamond_block
diamond_block_panels,diamond_block
diamond_block_shiny,diamond_block
diamond_block_smooth,diamond_block
embossed_diamond_block,diamond_block
engraved_diamond_block,diamond_block
layered_diamond_block,diamond_block
plated_diamond_block,diamond_block
pressed_diamond_block,diamond_block
reinforced_diamond_block,diamond_block
sheet_diamond_block,diamond_block
shuttered_diamond_block,diamond_block
stacked_diamond_block,diamond_block
angry_diorite,diorite
carved_diorite,diorite
checkered_diorite_tiles,diorite
cobbled_diorite,diorite
cracked_diorite_bricks,diorite
cracked_disordered_diorite_bricks,diorite
cracked_flat_diorite_tiles,diorite
cracked_tiny_diorite_tiles,diorite
creeper_diorite_carving,diorite
crying_diorite,diorite
cut_blank_diorite,diorite
diorite_cobbled_mossy,diorite
diorite_diamond_pavers,diorite
diorite_large_bricks,diorite
diorite_large_bricks_cracked,diorite
diorite_large_bricks_mossy,diorite
diorite_mini_tiles,diorite
diorite_scales,diorite
diorite_small_brick,diorite
duh_diorite,diorite
engraved_diorite,diorite
eroded_diorite,diorite
etched_diorite_bricks,diorite
flat_diorite_tiles,diorite
glad_diorite,diorite
inlayed_diorite,diorite
inscribed_diorite,diorite
layed_diorite_bricks,diorite
loded_diorite,diorite
mossy_cobbled_diorite,diorite
mossy_diorite_bricks,diorite
offset_diorite_bricks,diorite
polished_diorite,diorite
prismal_diorite_remnants,diorite
rough_diorite,diorite
rounded_diorite_bricks,diorite
runic_carved_diorite,diorite
sad_diorite,diorite
sanded_diorite,diorite
small_diorite_bricks,diorite
smooth_inlayed_diorite,diorite
smooth_ringed_diorite,diorite
smoothed_double_inlayed_diorite,diorite
spiraled_diorite,diorite
stacked_diorite_bricks,diorite
tiled_diorite,diorite
tiny_diorite_bricks,diorite
tiny_layered_diorite_bricks,diorite
tiny_layered_diorite_slabs,diorite
trodden_diorite,diorite
unamused_diorite,diorite
vertical_cut_diorite,diorite
vertical_disordered_diorite_bricks,diorite
weathered_diorite,diorite
angry_dirt,dirt
carved_dirt,dirt
checkered_dirt_tiles,dirt
cobbled_dirt,dirt
cracked_dirt_bricks,dirt
cracked_disordered_dirt_bricks,dirt
cracked_flat_dirt_tiles,dirt
creeper_dirt_carving,dirt
crying_dirt,dirt
cut_blank_dirt,dirt
dirt_cobbled,dirt
dirt_grooves,dirt
dirt_mini_tiles,dirt
dirt_muddy,dirt
dirt_scales,dirt
duh_dirt,dirt
engraved_dirt,dirt
eroded_dirt,dirt
etched_dirt_bricks,dirt
flat_dirt_tiles,dirt
glad_dirt,dirt
inlayed_dirt,dirt
inscribed_dirt,dirt
layed_dirt_bricks,dirt
loded_dirt,dirt
offset_dirt_bricks,dirt
prismal_dirt_remnants,dirt
rough_dirt,dirt
rounded_dirt_bricks,dirt
runic_carved_dirt,dirt
sad_dirt,dirt
sanded_dirt,dirt
small_dirt_bricks,dirt
smooth_inlayed_dirt,dirt
smooth_ringed_dirt,dirt
smoothed_double_inlayed_dirt,dirt
spiraled_dirt,dirt
stacked_dirt_bricks,dirt
tiled_dirt,dirt
tiny_dirt_bricks,dirt
tiny_layered_dirt_bricks,dirt
tiny_layered_dirt_slabs,dirt
trodden_dirt,dirt
unamused_dirt,dirt
vertical_cut_dirt,dirt
vertical_disordered_dirt_bricks,dirt
weathered_dirt,dirt
angry_dripstone_block,dripstone_block
carved_dripstone_block,dripstone_block
checkered_dripstone_block_tiles,dripstone_block
cobbled_dripstone_block,dripstone_block
cracked_disordered_dripstone_block_bricks,dripstone_block
cracked_dripstone_block_bricks,dripstone_block
cracked_flat_dripstone_block_tiles,dripstone_block
creeper_dripstone_block_carving,dripstone_block
crying_dripstone_block,dripstone_block
cut_blank_dripstone_block,dripstone_block
dripstone_block_bricks,dripstone_block
dripstone_block_mini_tiles,dripstone_block
dripstone_block_scales,dripstone_block
duh_dripstone_block,dripstone_block
engraved_dripstone_block,dripstone_block
eroded_dripstone_block,dripstone_block
etched_dripstone_block_bricks,dripstone_block
flat_dripstone_block_tiles,dripstone_block
glad_dripstone_block,dripstone_block
inlayed_dripstone_block,dripstone_block
inscribed_dripstone_block,dripstone_block
layed_dripstone_block_bricks,dripstone_block
loded_dripstone_block,dripstone_block
offset_dripstone_block_bricks,dripstone_block
prismal_dripstone_block_remnants,dripstone_block
rough_dripstone_block,dripstone_block
rounded_dripstone_block_bricks,dripstone_block
runic_carved_dripstone_block,dripstone_block
sad_dripstone_block,dripstone_block
sanded_dripstone_block,dripstone_block
small_dripstone_block_bricks,dripstone_block
smooth_inlayed_dripstone_block,dripstone_block
smooth_ringed_dripstone_block,dripstone_block
smoothed_double_inlayed_dripstone_block,dripstone_block
spiraled_dripstone_block,dripstone_block
stacked_dripstone_block_bricks,dripstone_block
tiled_dripstone_block,dripstone_block
tiny_dripstone_block_bricks,dripstone_block
tiny_layered_dripstone_block_bricks,dripstone_block
tiny_layered_dripstone_block_slabs,dripstone_block
trodden_dripstone_block,dripstone_block
unamused_dripstone_block,dripstone_block
vertical_cut_dripstone_block,dripstone_block
vertical_disordered_dripstone_block_bricks,dripstone_block
weathered_dripstone_block,dripstone_block
ancient_emerald_block,emerald_block
chipped_emerald_block,emerald_block
embossed_emerald_block,emerald_block
emerald_block_crosses,emerald_block
emerald_block_panels,emerald_block
emerald_block_plating,emerald_block
emerald_block_smooth,emerald_block
engraved_emerald_block,emerald_block
layered_emerald_block,emerald_block
plated_emerald_block,emerald_block
polished_emerald_block,emerald_block
pressed_emerald_block,emerald_block
reinforced_emerald_block,emerald_block
sheet_emerald_block,emerald_block
shuttered_emerald_block,emerald_block
stacked_emerald_block,emerald_block
angry_end_stone,end_stone
carved_end_stone,end_stone
checkered_end_stone_tiles,end_stone
cobbled_end_stone,end_stone
cracked_disordered_end_stone_bricks,end_stone
cracked_end_stone_bricks,end_stone
cracked_flat_end_stone_tiles,end_stone
cracked_tiny_end_stone_tiles,end_stone
creeper_end_stone_carving,end_stone
crying_end_stone,end_stone
cut_blank_end_stone,end_stone
duh_end_stone,end_stone
end_stone_bricks,end_stone
end_stone_diamond_pavers,end_stone
end_stone_mini_tiles,end_stone
engraved_end_stone,end_stone
eroded_end_stone,end_stone
etched_end_stone_bricks,end_stone
flat_end_stone_tiles,end_stone
glad_end_stone,end_stone
inlayed_end_stone,end_stone
inscribed_end_stone,end_stone
layed_end_stone_bricks,end_stone
loded_end_stone,end_stone
mossy_cobbled_end_stone,end_stone
mossy_end_stone_bricks,end_stone
offset_end_stone_bricks,end_stone
prismal_end_stone_remnants,end_stone
rough_end_stone,end_stone
rounded_end_stone_bricks,end_stone
runic_carved_end_stone,end_stone
sad_end_stone,end_stone
sanded_end_stone,end_stone
small_end_stone_bricks,end_stone
smooth_inlayed_end_stone,end_stone
smooth_ringed_end_stone,end_stone
smoothed_double_inlayed_end_stone,end_stone
spiraled_end_stone,end_stone
stacked_end_stone_bricks,end_stone
tiled_end_stone,end_stone
tiny_end_stone_bricks,end_stone
tiny_layered_end_stone_bricks,end_stone
tiny_layered_end_stone_slabs,end_stone
trodden_end_stone,end_stone
unamused_end_stone,end_stone
vertical_cut_end_stone,end_stone
vertical_disordered_end_stone_bricks,end_stone
weathered_end_stone,end_stone
ancient_gilded_blackstone,gilded_blackstone
angry_gilded_blackstone,gilded_blackstone
carved_gilded_blackstone,gilded_blackstone
checkered_gilded_blackstone_tiles,gilded_blackstone
chunky_gilded_blackstone,gilded_blackstone
cobbled_gilded_blackstone,gilded_blackstone
cracked_disordered_gilded_blackstone_bricks,gilded_blackstone
cracked_flat_gilded_blackstone_tiles,gilded_blackstone
cracked_gilded_blackstone_bricks,gilded_blackstone
creeper_gilded_blackstone_carving,gilded_blackstone
crying_gilded_blackstone,gilded_blackstone
cut_blank_gilded_blackstone,gilded_blackstone
duh_gilded_blackstone,gilded_blackstone
engraved_gilded_blackstone,gilded_blackstone
eroded_gilded_blackstone,gilded_blackstone
etched_gilded_blackstone_bricks,gilded_blackstone
flat_gilded_blackstone_tiles,gilded_blackstone
gilded_blackstone_bricks,gilded_blackstone
gilded_blackstone_mini_tiles,gilded_blackstone
gilded_blackstone_scales,gilded_blackstone
glad_gilded_blackstone,gilded_blackstone
inlayed_gilded_blackstone,gilded_blackstone
inscribed_gilded_blackstone,gilded_blackstone
layed_gilded_blackstone_bricks,gilded_blackstone
loded_gilded_blackstone,gilded_blackstone
offset_gilded_blackstone_bricks,gilded_blackstone
prismal_gilded_blackstone_remnants,gilded_blackstone
reinforced_gilded_blackstone,gilded_blackstone
rough_gilded_blackstone,gilded_blackstone
rounded_gilded_blackstone_bricks,gilded_blackstone
runic_carved_gilded_blackstone,gilded_blackstone
