name,material,template,render
calcite_curly,calcite,cube_all,
calcite_cut_blank,calcite,cube_all,
calcite_cut_column,calcite,cube_all,
calcite_duh,calcite,cube_all,
calcite_edged_bricks,calcite,cube_all,
calcite_engraved,calcite,cube_all,
calcite_eroded,calcite,cube_all,
calcite_etched_bricks,calcite,cube_all,
calcite_fine,calcite,cube_all,
calcite_flat_tiles,calcite,cube_all,
calcite_glad,calcite,cube_all,
calcite_inlayed,calcite,cube_all,
calcite_inscribed,calcite,cube_all,
calcite_layed_bricks,calcite,cube_all,
calcite_loded,calcite,cube_all,
calcite_mossy_bricks,calcite,cube_all,
calcite_mossy_cobbled,calcite,cube_all,
calcite_offset_bricks,calcite,cube_all,
calcite_ornate,calcite,cube_all,
calcite_overlapping_tiles,calcite,cube_all,
calcite_polished,calcite,cube_all,
calcite_prismal_remnants,calcite,cube_all,
calcite_rough,calcite,cube_all,
calcite_rounded_bricks,calcite,cube_all,
calcite_runic_carved,calcite,cube_all,
calcite_sad,calcite,cube_all,
calcite_sanded,calcite,cube_all,
calcite_simple,calcite,cube_all,
calcite_small_bricks,calcite,cube_all,
calcite_small_diamonds,calcite,cube_all,
calcite_smooth_column,calcite,cube_all,
calcite_smooth_inlayed,calcite,cube_all,
calcite_smooth_ringed,calcite,cube_all,
calcite_smoothed_double_inlayed,calcite,cube_all,
calcite_spiraled,calcite,cube_all,
calcite_stacked_bricks,calcite,cube_all,
calcite_thick_inlayed,calcite,cube_all,
calcite_tiled_bordered,calcite,cube_all,
calcite_tiled,calcite,cube_all,
calcite_tiled_column,calcite,cube_all,
calcite_tiny_brick_bordered,calcite,cube_all,
calcite_tiny_bricks,calcite,cube_all,
calcite_tiny_layered_bricks,calcite,cube_all,
calcite_tiny_layered_slabs,calcite,cube_all,
calcite_trodden,calcite,cube_all,
calcite_unamused,calcite,cube_all,
calcite_vertical_cut,calcite,cube_all,
calcite_vertical_disordered_bricks,calcite,cube_all,
calcite_weathered,calcite,cube_all,
cherry_planks_basket_woven,cherry_planks,cube_all,
cherry_planks_boxed,cherry_planks,cube_all,
cherry_planks_brick_bond,cherry_planks,cube_all,
cherry_planks_bricky,cherry_planks,cube_all,
cherry_planks_beams,cherry_planks,cube_all,
cherry_planks_brick_pattern,cherry_planks,cube_all,
cherry_planks_brick_paving,cherry_planks,cube_all,
cherry_planks_bricks,cherry_planks,cube_all,
cherry_planks_crate,cherry_planks,cube_all,
cherry_planks_diagonal_stripes,cherry_planks,cube_all,
cherry_planks_diagonal_tiles,cherry_planks,cube_all,
cherry_planks_dotted,cherry_planks,cube_all,
cherry_planks_fine_mosaic,cherry_planks,cube_all,
cherry_planks_flooring,cherry_planks,cube_all,
cherry_planks_large_tiles,cherry_planks,cube_all,
cherry_planks_mosaic,cherry_planks,cube_all,
cherry_planks_panel,cherry_planks,cube_all,
cherry_planks_pattern,cherry_planks,cube_all,
cherry_planks_rotated_bricks,cherry_planks,cube_all,
cherry_planks_shavings,cherry_planks,cube_all,
cherry_planks_small_bricks,cherry_planks,cube_all,
cherry_planks_small_tiles,cherry_planks,cube_all,
cherry_planks_squares,cherry_planks,cube_all,
cherry_planks_tiles,cherry_planks,cube_all,
cherry_planks_wavy,cherry_planks,cube_all,
cherry_planks_woven,cherry_planks,cube_all,
cherry_planks_cornered,cherry_planks,cube_all,
cherry_planks_crated,cherry_planks,cube_all,
cherry_planks_cross_laced,cherry_planks,cube_all,
cherry_planks_crossed,cherry_planks,cube_all,
cherry_planks_detailed,cherry_planks,cube_all,
cherry_planks_diagonal,cherry_planks,cube_all,
cherry_planks_diamond,cherry_planks,cube_all,
cherry_planks_double_herringbone,cherry_planks,cube_all,
cherry_planks_enclosed,cherry_planks,cube_all,
cherry_planks_fine,cherry_planks,cube_all,
cherry_planks_fine_vertical,cherry_planks,cube_all,
cherry_planks_framed,cherry_planks,cube_all,
cherry_planks_herringbone,cherry_planks,cube_all,
cherry_planks_hewn,cherry_planks,cube_all,
cherry_planks_laced,cherry_planks,cube_all,
cherry_planks_nailed,cherry_planks,cube_all,
cherry_planks_natural,cherry_planks,cube_all,
cherry_planks_pegged,cherry_planks,cube_all,
cherry_planks_polished,cherry_planks,cube_all,
cherry_planks_railed,cherry_planks,cube_all,
cherry_planks_shifted,cherry_planks,cube_all,
cherry_planks_slanted,cherry_planks,cube_all,
cherry_planks_smooth,cherry_planks,cube_all,
cherry_planks_stacked,cherry_planks,cube_all,
cherry_planks_thin,cherry_planks,cube_all,
cherry_planks_tiled,cherry_planks,cube_all,
cherry_planks_versailles,cherry_planks,cube_all,
cherry_planks_vertical,cherry_planks,cube_all,
cherry_planks_vertically_railed,cherry_planks,cube_all,
cherry_planks_whirlwind,cherry_planks,cube_all,
cherry_planks_wickered,cherry_planks,cube_all,
clay_angry,clay,cube_all,
clay_bordered,clay,cube_all,
clay_brick_bordered,clay,cube_all,
clay_carved,clay,cube_all,
clay_checkered_tiles,clay,cube_all,
clay_bricks,clay,cube_all,
clay_mini_tiles,clay,cube_all,
clay_scales,clay,cube_all,
clay_cobbled,clay,cube_all,
clay_cracked_bricks,clay,cube_all,
clay_cracked_disordered_bricks,clay,cube_all,
clay_cracked_flat_tiles,clay,cube_all,
clay_creeper_carving,clay,cube_all,
clay_crying,clay,cube_all,
clay_curly,clay,cube_all,
clay_cut_blank,clay,cube_all,
clay_cut_column,clay,cube_all,
clay_duh,clay,cube_all,
clay_edged_bricks,clay,cube_all,
clay_engraved,clay,cube_all,
clay_eroded,clay,cube_all,
clay_etched_bricks,clay,cube_all,
clay_fine,clay,cube_all,
clay_flat_tiles,clay,cube_all,
clay_glad,clay,cube_all,
clay_inlayed,clay,cube_all,
clay_inscribed,clay,cube_all,
clay_layed_bricks,clay,cube_all,
clay_loded,clay,cube_all,
clay_offset_bricks,clay,cube_all,
clay_ornate,clay,cube_all,
clay_overlapping_tiles,clay,cube_all,
clay_polished,clay,cube_all,
clay_prismal_remnants,clay,cube_all,
clay_rough,clay,cube_all,
clay_rounded_bricks,clay,cube_all,
clay_runic_carved,clay,cube_all,
clay_sad,clay,cube_all,
clay_sanded,clay,cube_all,
clay_simple,clay,cube_all,
clay_small_bricks,clay,cube_all,
clay_smooth_column,clay,cube_all,
clay_smooth_inlayed,clay,cube_all,
clay_smooth_ringed,clay,cube_all,
clay_smoothed_double_inlayed,clay,cube_all,
clay_spiraled,clay,cube_all,
clay_stacked_bricks,clay,cube_all,
clay_thick_inlayed,clay,cube_all,
clay_tiled_bordered,clay,cube_all,
clay_tiled,clay,cube_all,
clay_tiled_column,clay,cube_all,
clay_tiny_brick_bordered,clay,cube_all,
clay_tiny_bricks,clay,cube_all,
clay_tiny_layered_bricks,clay,cube_all,
clay_tiny_layered_slabs,clay,cube_all,
clay_trodden,clay,cube_all,
clay_unamused,clay,cube_all,
clay_vertical_cut,clay,cube_all,
clay_vertical_disordered_bricks,clay,cube_all,
clay_weathered,clay,cube_all,
coal_block_angry,coal_block,cube_all,
coal_block_bordered,coal_block,cube_all,
coal_block_brick_bordered,coal_block,cube_all,
coal_block_carved,coal_block,cube_all,
coal_block_checkered_tiles,coal_block,cube_all,
coal_block_bricks,coal_block,cube_all,
coal_block_carved,coal_block,cube_all,
coal_block_chiseled,coal_block,cube_all,
coal_block_circles,coal_block,cube_all,
coal_block_compacted,coal_block,cube_all,
coal_block_mini_tiles,coal_block,cube_all,
coal_block_ovals,coal_block,cube_all,
coal_block_pattern,coal_block,cube_all,
coal_block_polished,coal_block,cube_all,
coal_block_rotated_bricks,coal_block,cube_all,
coal_block_scales,coal_block,cube_all,
coal_block_small_tiles,coal_block,cube_all,
coal_block_stripes,coal_block,cube_all,
coal_block_cobbled,coal_block,cube_all,
coal_block_cracked_bricks,coal_block,cube_all,
coal_block_cracked_disordered_bricks,coal_block,cube_all,
coal_block_cracked_flat_tiles,coal_block,cube_all,
coal_block_creeper_carving,coal_block,cube_all,
coal_block_crying,coal_block,cube_all,
coal_block_curly,coal_block,cube_all,
coal_block_cut_blank,coal_block,cube_all,
coal_block_cut_column,coal_block,cube_all,
coal_block_duh,coal_block,cube_all,
coal_block_edged_bricks,coal_block,cube_all,
coal_block_engraved,coal_block,cube_all,
coal_block_eroded,coal_block,cube_all,
coal_block_etched_bricks,coal_block,cube_all,
coal_block_fine,coal_block,cube_all,
coal_block_flat_tiles,coal_block,cube_all,
coal_block_glad,coal_block,cube_all,
coal_block_inlayed,coal_block,cube_all,
coal_block_inscribed,coal_block,cube_all,
coal_block_layed_bricks,coal_block,cube_all,
coal_block_loded,coal_block,cube_all,
coal_block_offset_bricks,coal_block,cube_all,
coal_block_ornate,coal_block,cube_all,
coal_block_overlapping_tiles,coal_block,cube_all,
coal_block_polished,coal_block,cube_all,
coal_block_prismal_remnants,coal_block,cube_all,
coal_block_rough,coal_block,cube_all,
coal_block_rounded_bricks,coal_block,cube_all,
coal_block_runic_carved,coal_block,cube_all,
coal_block_sad,coal_block,cube_all,
coal_block_sanded,coal_block,cube_all,
coal_block_simple,coal_block,cube_all,
coal_block_small_bricks,coal_block,cube_all,
coal_block_smooth_column,coal_block,cube_all,
coal_block_smooth_inlayed,coal_block,cube_all,
coal_block_smooth_ringed,coal_block,cube_all,
coal_block_smoothed_double_inlayed,coal_block,cube_all,
coal_block_spiraled,coal_block,cube_all,
coal_block_stacked_bricks,coal_block,cube_all,
coal_block_thick_inlayed,coal_block,cube_all,
coal_block_tiled_bordered,coal_block,cube_all,
coal_block_tiled,coal_block,cube_all,
coal_block_tiled_column,coal_block,cube_all,
coal_block_tiny_brick_bordered,coal_block,cube_all,
coal_block_tiny_bricks,coal_block,cube_all,
coal_block_tiny_layered_bricks,coal_block,cube_all,
coal_block_tiny_layered_slabs,coal_block,cube_all,
coal_block_trodden,coal_block,cube_all,
coal_block_unamused,coal_block,cube_all,
coal_block_vertical_cut,coal_block,cube_all,
coal_block_vertical_disordered_bricks,coal_block,cube_all,
coal_block_weathered,coal_block,cube_all,
cobbled_deepslate_beams,cobbled_deepslate,cube_all,
cobbled_deepslate_brick_pattern,cobbled_deepslate,cube_all,
cobbled_deepslate_brick_paving,cobbled_deepslate,cube_all,
cobbled_deepslate_bricks,cobbled_deepslate,cube_all,
cobbled_deepslate_large_tiles,cobbled_deepslate,cube_all,
cobbled_deepslate_paving,cobbled_deepslate,cube_all,
cobbled_deepslate_pulverized,cobbled_deepslate,cube_all,
cobbled_deepslate_rotated_bricks,cobbled_deepslate,cube_all,
cobbled_deepslate_small_tiles,cobbled_deepslate,cube_all,
cobbled_deepslate_squares,cobbled_deepslate,cube_all,
cobbled_deepslate_stripes,cobbled_deepslate,cube_all,
cobbled_deepslate_tiles,cobbled_deepslate,cube_all,
cobbled_deepslate_worn_stripes,cobbled_deepslate,cube_all,
cobblestone_angry,cobblestone,cube_all,
cobblestone_bordered,cobblestone,cube_all,
cobblestone_brick_bordered,cobblestone,cube_all,
cobblestone_carved,cobblestone,cube_all,
cobblestone_checkered_tiles,cobblestone,cube_all,
cobblestone_cobbled,cobblestone,cube_all,
cobblestone_beams,cobblestone,cube_all,
cobblestone_brick_pattern,cobblestone,cube_all,
cobblestone_brick_paving,cobblestone,cube_all,
cobblestone_bricks,cobblestone,cube_all,
cobblestone_chiseled_border,cobblestone,cube_all,
cobblestone_crosses,cobblestone,cube_all,
cobblestone_dented,cobblestone,cube_all,
cobblestone_diamond_pavers,cobblestone,cube_all,
cobblestone_inverted_dented,cobblestone,cube_all,
cobblestone_large_squares,cobblestone,cube_all,
cobblestone_mini_tiles,cobblestone,cube_all,
cobblestone_paving,cobblestone,cube_all,
cobblestone_polished,cobblestone,cube_all,
cobblestone_pulverized,cobblestone,cube_all,
cobblestone_rotated_bricks,cobblestone,cube_all,
cobblestone_scales,cobblestone,cube_all,
cobblestone_sheared,cobblestone,cube_all,
cobblestone_small_brick,cobblestone,cube_all,
cobblestone_small_tiles,cobblestone,cube_all,
cobblestone_squares,cobblestone,cube_all,
cobblestone_stripes,cobblestone,cube_all,
cobblestone_tiles,cobblestone,cube_all,
cobblestone_worn_stripes,cobblestone,cube_all,
cobblestone_cracked_bricks,cobblestone,cube_all,
cobblestone_cracked_disordered_bricks,cobblestone,cube_all,
cobblestone_cracked_flat_tiles,cobblestone,cube_all,
cobblestone_creeper_carving,cobblestone,cube_all,
cobblestone_crying,cobblestone,cube_all,
cobblestone_curly,cobblestone,cube_all,
cobblestone_cut_blank,cobblestone,cube_all,
cobblestone_cut_column,cobblestone,cube_all,
cobblestone_duh,cobblestone,cube_all,
cobblestone_edged_bricks,cobblestone,cube_all,
cobblestone_engraved,cobblestone,cube_all,
cobblestone_eroded,cobblestone,cube_all,
cobblestone_etched_bricks,cobblestone,cube_all,
cobblestone_fine,cobblestone,cube_all,
cobblestone_flat_tiles,cobblestone,cube_all,
cobblestone_glad,cobblestone,cube_all,
cobblestone_inlayed,cobblestone,cube_all,
cobblestone_inscribed,cobblestone,cube_all,
cobblestone_layed_bricks,cobblestone,cube_all,
cobblestone_loded,cobblestone,cube_all,
cobblestone_offset_bricks,cobblestone,cube_all,
cobblestone_ornate,cobblestone,cube_all,
cobblestone_overlapping_tiles,cobblestone,cube_all,
cobblestone_polished,cobblestone,cube_all,
cobblestone_prismal_remnants,cobblestone,cube_all,
cobblestone_rough,cobblestone,cube_all,
cobblestone_rounded_bricks,cobblestone,cube_all,
cobblestone_runic_carved,cobblestone,cube_all,
cobblestone_sad,cobblestone,cube_all,
cobblestone_sanded,cobblestone,cube_all,
cobblestone_simple,cobblestone,cube_all,
cobblestone_small_bricks,cobblestone,cube_all,
cobblestone_smooth_column,cobblestone,cube_all,
cobblestone_smooth_inlayed,cobblestone,cube_all,
cobblestone_smooth_ringed,cobblestone,cube_all,
cobblestone_smoothed_double_inlayed,cobblestone,cube_all,
cobblestone_spiraled,cobblestone,cube_all,
cobblestone_stacked_bricks,cobblestone,cube_all,
cobblestone_thick_inlayed,cobblestone,cube_all,
cobblestone_tiled_bordered,cobblestone,cube_all,
cobblestone_tiled,cobblestone,cube_all,
cobblestone_tiled_column,cobblestone,cube_all,
cobblestone_tiny_brick_bordered,cobblestone,cube_all,
cobblestone_tiny_bricks,cobblestone,cube_all,
cobblestone_tiny_layered_bricks,cobblestone,cube_all,
cobblestone_tiny_layered_slabs,cobblestone,cube_all,
cobblestone_trodden,cobblestone,cube_all,
cobblestone_unamused,cobblestone,cube_all,
cobblestone_vertical_cut,cobblestone,cube_all,
cobblestone_vertical_disordered_bricks,cobblestone,cube_all,
cobblestone_weathered,cobblestone,cube_all,
copper_block,copper_block,cube_all,
copper_block_bars,copper_block,cube_all,
copper_block_circles,copper_block,cube_all,
copper_block_gears,copper_block,cube_all,
copper_block_lines,copper_block,cube_all,
copper_block_pattern,copper_block,cube_all,
copper_block_polished,copper_block,cube_all,
copper_block_shafts,copper_block,cube_all,
copper_block_small_bricks,copper_block,cube_all,
copper_grate,copper_block,cube_all,cutout
crimsite_angry,crimsite,cube_all,
crimsite_bordered,crimsite,cube_all,
crimsite_brick_bordered,crimsite,cube_all,
crimsite_carved,crimsite,cube_all,
crimsite_checkered_tiles,crimsite,cube_all,
crimsite_cobbled,crimsite,cube_all,
crimsite_cracked_bricks,crimsite,cube_all,
crimsite_cracked_disordered_bricks,crimsite,cube_all,
crimsite_cracked_flat_tiles,crimsite,cube_all,
crimsite_creeper_carving,crimsite,cube_all,
crimsite_bricks,crimsite,cube_all,
crimsite_cut_polished,crimsite,cube_all,
crimsite_cut_small_brick,crimsite,cube_all,
crimsite_mini_tiles,crimsite,cube_all,
crimsite_scales,crimsite,cube_all,
crimsite_crying,crimsite,cube_all,
crimsite_cut_blank,crimsite,cube_all,
crimsite_duh,crimsite,cube_all,
crimsite_edged_bricks,crimsite,cube_all,
crimsite_engraved,crimsite,cube_all,
crimsite_eroded,crimsite,cube_all,
crimsite_etched_bricks,crimsite,cube_all,
crimsite_flat_tiles,crimsite,cube_all,
crimsite_glad,crimsite,cube_all,
crimsite_inlayed,crimsite,cube_all,
crimsite_inscribed,crimsite,cube_all,
crimsite_layed_bricks,crimsite,cube_all,
crimsite_loded,crimsite,cube_all,
crimsite_offset_bricks,crimsite,cube_all,
crimsite_overlapping_tiles,crimsite,cube_all,
crimsite_polished,crimsite,cube_all,
crimsite_prismal_remnants,crimsite,cube_all,
crimsite_rough,crimsite,cube_all,
crimsite_rounded_bricks,crimsite,cube_all,
crimsite_runic_carved,crimsite,cube_all,
crimsite_sad,crimsite,cube_all,
crimsite_sanded,crimsite,cube_all,
crimsite_small_bricks,crimsite,cube_all,
crimsite_smooth_inlayed,crimsite,cube_all,
crimsite_smooth_ringed,crimsite,cube_all,
crimsite_smoothed_double_inlayed,crimsite,cube_all,
crimsite_spiraled,crimsite,cube_all,
crimsite_stacked_bricks,crimsite,cube_all,
crimsite_thick_inlayed,crimsite,cube_all,
crimsite_tiled_bordered,crimsite,cube_all,
crimsite_tiled,crimsite,cube_all,
crimsite_tiny_brick_bordered,crimsite,cube_all,
crimsite_tiny_bricks,crimsite,cube_all,
crimsite_tiny_layered_bricks,crimsite,cube_all,
crimsite_tiny_layered_slabs,crimsite,cube_all,
crimsite_trodden,crimsite,cube_all,
crimsite_unamused,crimsite,cube_all,
crimsite_vertical_cut,crimsite,cube_all,
crimsite_vertical_disordered_bricks,crimsite,cube_all,
crimsite_weathered,crimsite,cube_all,
crimson_planks_basket_woven,crimson_planks,cube_all,
crimson_planks_boxed,crimson_planks,cube_all,
crimson_planks_brick_bond,crimson_planks,cube_all,
crimson_planks_bricky,crimson_planks,cube_all,
crimson_planks_cornered,crimson_planks,cube_all,
crimson_planks_crated,crimson_planks,cube_all,
crimson_planks_beams,crimson_planks,cube_all,
crimson_planks_brick_pattern,crimson_planks,cube_all,
crimson_planks_brick_paving,crimson_planks,cube_all,
crimson_planks_bricks,crimson_planks,cube_all,
crimson_planks_crate,crimson_planks,cube_all,
crimson_planks_diagonal_stripes,crimson_planks,cube_all,
crimson_planks_diagonal_tiles,crimson_planks,cube_all,
crimson_planks_dotted,crimson_planks,cube_all,
crimson_planks_fine_mosaic,crimson_planks,cube_all,
crimson_planks_flooring,crimson_planks,cube_all,
crimson_planks_large_tiles,crimson_planks,cube_all,
crimson_planks_mosaic,crimson_planks,cube_all,
crimson_planks_panel,crimson_planks,cube_all,
crimson_planks_pattern,crimson_planks,cube_all,
crimson_planks_rotated_bricks,crimson_planks,cube_all,
crimson_planks_shavings,crimson_planks,cube_all,
crimson_planks_small_bricks,crimson_planks,cube_all,
crimson_planks_small_tiles,crimson_planks,cube_all,
crimson_planks_squares,crimson_planks,cube_all,
crimson_planks_tiles,crimson_planks,cube_all,
crimson_planks_wavy,crimson_planks,cube_all,
crimson_planks_woven,crimson_planks,cube_all,
crimson_planks_cross_laced,crimson_planks,cube_all,
crimson_planks_crossed,crimson_planks,cube_all,
crimson_planks_detailed,crimson_planks,cube_all,
crimson_planks_diagonal,crimson_planks,cube_all,
crimson_planks_diamond,crimson_planks,cube_all,
crimson_planks_double_herringbone,crimson_planks,cube_all,
crimson_planks_enclosed,crimson_planks,cube_all,
crimson_planks_fine,crimson_planks,cube_all,
crimson_planks_fine_vertical,crimson_planks,cube_all,
crimson_planks_framed,crimson_planks,cube_all,
crimson_planks_herringbone,crimson_planks,cube_all,
crimson_planks_hewn,crimson_planks,cube_all,
crimson_planks_laced,crimson_planks,cube_all,
crimson_planks_nailed,crimson_planks,cube_all,
crimson_planks_natural,crimson_planks,cube_all,
crimson_planks_pegged,crimson_planks,cube_all,
crimson_planks_polished,crimson_planks,cube_all,
crimson_planks_railed,crimson_planks,cube_all,
crimson_planks_shifted,crimson_planks,cube_all,
crimson_planks_slanted,crimson_planks,cube_all,
crimson_planks_smooth,crimson_planks,cube_all,
crimson_planks_stacked,crimson_planks,cube_all,
crimson_planks_thin,crimson_planks,cube_all,
crimson_planks_tiled,crimson_planks,cube_all,
crimson_planks_versailles,crimson_planks,cube_all,
crimson_planks_vertical,crimson_planks,cube_all,
crimson_planks_vertically_railed,crimson_planks,cube_all,
crimson_planks_whirlwind,crimson_planks,cube_all,
crimson_planks_wickered,crimson_planks,cube_all,
crying_obsidian_angry,crying_obsidian,cube_all,
crying_obsidian_bordered,crying_obsidian,cube_all,
crying_obsidian_brick_bordered,crying_obsidian,cube_all,
crying_obsidian_carved,crying_obsidian,cube_all,
crying_obsidian_checkered_tiles,crying_obsidian,cube_all,
crying_obsidian_cobbled,crying_obsidian,cube_all,
crying_obsidian_cracked_bricks,crying_obsidian,cube_all,
crying_obsidian_cracked_disordered_bricks,crying_obsidian,cube_all,
crying_obsidian_cracked_flat_tiles,crying_obsidian,cube_all,
crying_obsidian_creeper_carving,crying_obsidian,cube_all,
crying_obsidian_crying,crying_obsidian,cube_all,
crying_obsidian_bricks,crying_obsidian,cube_all,
crying_obsidian_mini_tiles,crying_obsidian,cube_all,
crying_obsidian_scales,crying_obsidian,cube_all,
crying_obsidian_curly,crying_obsidian,cube_all,
crying_obsidian_cut_blank,crying_obsidian,cube_all,
crying_obsidian_cut_column,crying_obsidian,cube_all,
crying_obsidian_duh,crying_obsidian,cube_all,
crying_obsidian_edged_bricks,crying_obsidian,cube_all,
crying_obsidian_engraved,crying_obsidian,cube_all,
crying_obsidian_eroded,crying_obsidian,cube_all,
crying_obsidian_etched_bricks,crying_obsidian,cube_all,
crying_obsidian_fine,crying_obsidian,cube_all,
crying_obsidian_flat_tiles,crying_obsidian,cube_all,
crying_obsidian_glad,crying_obsidian,cube_all,
crying_obsidian_inlayed,crying_obsidian,cube_all,
crying_obsidian_inscribed,crying_obsidian,cube_all,
crying_obsidian_layed_bricks,crying_obsidian,cube_all,
crying_obsidian_loded,crying_obsidian,cube_all,
crying_obsidian_offset_bricks,crying_obsidian,cube_all,
crying_obsidian_ornate,crying_obsidian,cube_all,
crying_obsidian_overlapping_tiles,crying_obsidian,cube_all,
crying_obsidian_polished,crying_obsidian,cube_all,
crying_obsidian_prismal_remnants,crying_obsidian,cube_all,
crying_obsidian_rough,crying_obsidian,cube_all,
crying_obsidian_rounded_bricks,crying_obsidian,cube_all,
crying_obsidian_runic_carved,crying_obsidian,cube_all,
crying_obsidian_sad,crying_obsidian,cube_all,
crying_obsidian_sanded,crying_obsidian,cube_all,
crying_obsidian_simple,crying_obsidian,cube_all,
crying_obsidian_small_bricks,crying_obsidian,cube_all,
crying_obsidian_smooth_column,crying_obsidian,cube_all,
crying_obsidian_smooth_inlayed,crying_obsidian,cube_all,
crying_obsidian_smooth_ringed,crying_obsidian,cube_all,
crying_obsidian_smoothed_double_inlayed,crying_obsidian,cube_all,
crying_obsidian_spiraled,crying_obsidian,cube_all,
crying_obsidian_stacked_bricks,crying_obsidian,cube_all,
crying_obsidian_thick_inlayed,crying_obsidian,cube_all,
crying_obsidian_tiled_bordered,crying_obsidian,cube_all,
crying_obsidian_tiled,crying_obsidian,cube_all,
crying_obsidian_tiled_column,crying_obsidian,cube_all,
crying_obsidian_tiny_brick_bordered,crying_obsidian,cube_all,
crying_obsidian_tiny_bricks,crying_obsidian,cube_all,
crying_obsidian_tiny_layered_bricks,crying_obsidian,cube_all,
crying_obsidian_tiny_layered_slabs,crying_obsidian,cube_all,
crying_obsidian_trodden,crying_obsidian,cube_all,
crying_obsidian_unamused,crying_obsidian,cube_all,
crying_obsidian_vertical_cut,crying_obsidian,cube_all,
crying_obsidian_vertical_disordered_bricks,crying_obsidian,cube_all,
crying_obsidian_weathered,crying_obsidian,cube_all,
cyan_concrete_bolted,cyan_concrete,cube_all,
cyan_concrete_creeper,cyan_concrete,cube_all,
cyan_concrete,cyan_concrete,cube_all,
cyan_concrete_bricks,cyan_concrete,cube_all,
cyan_concrete_panel,cyan_concrete,cube_all,
cyan_concrete_tiles,cyan_concrete,cube_all,
cyan_concrete_grid,cyan_concrete,cube_all,
cyan_concrete_grill,cyan_concrete,cube_all,
cyan_concrete_hazard,cyan_concrete,cube_all,
cyan_concrete_mosaic,cyan_concrete,cube_all,
cyan_concrete_pegged,cyan_concrete,cube_all,
cyan_concrete_railed,cyan_concrete,cube_all,
cyan_concrete_reinforced,cyan_concrete,cube_all,
cyan_concrete_rusted,cyan_concrete,cube_all,
cyan_concrete_smooth,cyan_concrete,cube_all,
cyan_concrete_stacked,cyan_concrete,cube_all,
cyan_concrete_stop,cyan_concrete,cube_all,
cyan_concrete_striped,cyan_concrete,cube_all,
cyan_concrete_warning,cyan_concrete,cube_all,
cyan_concrete_wired,cyan_concrete,cube_all,
cyan_glazed_terracotta_pillar_sides,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_pillar_top,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_smooth_tiles,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_tiles,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_decorated,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_hexagonical,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_minimized,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_paved,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_shrunken,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_starry,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_waved,cyan_glazed_terracotta,cube_all,
cyan_glazed_terracotta_fancy,cyan_glazed_terracotta,cube_all,
cyan_framed_glass,cyan_stained_glass,glass,translucent
cyan_stained_clear_glass,cyan_stained_glass,glass,translucent
cyan_stained_glass,cyan_stained_glass,glass,translucent
scratched_glass_cyan,cyan_stained_glass,glass,translucent
cyan_terracotta_chiseled,cyan_terracotta,cube_all,
cyan_terracotta_chiseled_bricks,cyan_terracotta,cube_all,
cyan_terracotta_crossed,cyan_terracotta,cube_all,
cyan_terracotta_curled,cyan_terracotta,cube_all,
cyan_terracotta_cut,cyan_terracotta,cube_all,
cyan_terracotta,cyan_terracotta,cube_all,
cyan_terracotta_bricks,cyan_terracotta,cube_all,
cyan_terracotta_column,cyan_terracotta,cube_all,
cyan_terracotta_small_bricks,cyan_terracotta,cube_all,
cyan_terracotta_tile,cyan_terracotta,cube_all,
cyan_terracotta_tiles,cyan_terracotta,cube_all,
cyan_terracotta_decorated,cyan_terracotta,cube_all,
cyan_terracotta_hexagonical,cyan_terracotta,cube_all,
cyan_terracotta_layered,cyan_terracotta,cube_all,
cyan_terracotta_small_tiles,cyan_terracotta,cube_all,
cyan_terracotta_triangular,cyan_terracotta,cube_all,
cyan_wool_barky,cyan_wool,cube_all,
cyan_wool_blocky,cyan_wool,cube_all,
cyan_wool_bundled,cyan_wool,cube_all,
cyan_wool_cross_haired,cyan_wool,cube_all,
cyan_wool_cubed,cyan_wool,cube_all,
cyan_wool_knitted,cyan_wool,cube_all,
cyan_wool_patched,cyan_wool,cube_all,
cyan_wool_ribbled,cyan_wool,cube_all,
cyan_wool_scaled,cyan_wool,cube_all,
cyan_wool_soft,cyan_wool,cube_all,
cyan_wool_stringed,cyan_wool,cube_all,
cyan_wool_tiled,cyan_wool,cube_all,
cyan_wool_tripped,cyan_wool,cube_all,
cyan_wool_wickered,cyan_wool,cube_all,
cyan_wool_windmill,cyan_wool,cube_all,
cyan_wool_woved,cyan_wool,cube_all,
cyan_wool_cornered,cyan_wool,cube_all,
cyan_wool_crafted,cyan_wool,cube_all,
cyan_wool_harsh_quilted,cyan_wool,cube_all,
cyan_wool_rectangle,cyan_wool,cube_all,
cyan_wool_delicate,cyan_wool,cube_all,
cyan_wool_ornamented,cyan_wool,cube_all,
cyan_wool_legacy,cyan_wool,cube_all,
cyan_wool_llama,cyan_wool,cube_all,
dark_limestone_angry,dark_limestone,cube_all,
dark_limestone_bordered,dark_limestone,cube_all,
