name	material	template	render	layout	textures	connections	item	item_render	isolated
dark_prismarine_rows_ctm	dark_prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_prismarine/ctm/dark_prismarine_rows	all	solo		
dark_prismarine_squares_ctm	dark_prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_prismarine/ctm/dark_prismarine_squares	all	solo		
dark_prismarine_tiles_ctm	dark_prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_prismarine/ctm/dark_prismarine_tiles	all	solo		
dark_prismarine_wavy_ctm	dark_prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_prismarine/ctm/dark_prismarine_wavy	all	solo		
dark_prismarine_woven_ctm	dark_prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_prismarine/ctm/dark_prismarine_woven	all	solo		
deepslate_cut_polished_ctm	deepslate	ctm_cube_all_pieces		pieces_full	all=ott:block/deepslate/ctm/deepslate_cut_polished	all	solo		
deepslate_cut_small_brick_ctm	deepslate	ctm_cube_all_pieces		pieces_full	all=ott:block/deepslate/ctm/deepslate_cut_small_brick	all	solo		
lapis_block_delicate_ctm	lapis_block	ctm_cube_all_pieces		pieces_full	all=ott:block/lapis_block/ctm/lapis_block_delicate	all	solo		
diamond_block_chiseled_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_chiseled	all	solo		
diamond_block_chiseled_cubes_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_chiseled_cubes	all	solo		
diamond_block_connecting_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_connecting	all	solo		
diamond_block_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block	all	solo		
diamond_block_grid_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_grid	all	solo		
diamond_block_jewel_block_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_jewel_block	all	solo		
diamond_block_polished_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_polished	all	solo		
diamond_block_rhombuses_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_rhombuses	all	solo		
diamond_block_shiny_bordered_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_shiny_bordered	all	solo		
diamond_block_small_tiles_ctm	diamond	ctm_cube_all_pieces		pieces_full	all=ott:block/diamond/ctm/diamond_block_small_tiles	all	solo		
diorite_brick_pattern_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_brick_pattern	all	solo		
diorite_brick_paving_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_brick_paving	all	solo		
diorite_bricks_ctm	diorite	ctm_cube_all_horizontal		pieces_horizontal	all=ott:block/diorite/ctm/diorite_bricks	all	self		
diorite_cut_polished_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_cut_polished	all	solo		
diorite_cut_small_brick_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_cut_small_brick	all	solo		
diorite_diagonal_bricks_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_diagonal_bricks	all	solo		
diorite_dotted_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_dotted	all	solo		
diorite_paving_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_paving	all	solo		
diorite_polished_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_polished	all	solo		
diorite_rotated_bricks_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_rotated_bricks	all	solo		
diorite_squares_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_squares	all	solo		
diorite_tiles_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_tiles	all	solo		
diorite_wavy_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_wavy	all	solo		
dirt_blobs_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_blobs	all	solo		
dirt_bricks_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_bricks	all	solo		
dirt_chunks_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_chunks	all	solo		
dirt_clumps_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_clumps	all	solo		
dirt_large_tiles_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_large_tiles	all	solo		
dirt_small_bricks_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_small_bricks	all	solo		
dirt_small_tiles_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_small_tiles	all	solo		
dirt_smooth_clumps_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_smooth_clumps	all	solo		
dirt_soil_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_soil	all	solo		
dirt_squares_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_squares	all	solo		
dirt_tiles_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_tiles	all	solo		
dirt_tilled_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_tilled	all	solo		
glass_dirty_ctm	glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/glass/ctm/glass_dirty	all	solo	minecraft:translucent	
dripstone_cut_polished_ctm	dripstone_block	ctm_cube_all_pieces		pieces_full	all=ott:block/dripstone_block/ctm/dripstone_cut_polished	all	solo		
dripstone_cut_small_brick_ctm	dripstone_block	ctm_cube_all_pieces		pieces_full	all=ott:block/dripstone_block/ctm/dripstone_cut_small_brick	all	solo		
earth_mosaic_border	earth_mosaic	ctm_full_detailed			all=ott:block/earth_mosaic/earth_mosaic_border	*=same;match:ott:earth_mosaic_delicate	self		all=ott:block/earth_mosaic/earth_mosaic_border_static
earth_mosaic_delicate	earth_mosaic	ctm_full_detailed			all=ott:block/earth_mosaic/earth_mosaic_delicate	*=same;match:ott:earth_mosaic_border	self		all=ott:block/earth_mosaic/earth_mosaic_delicate_static
earth_mosaic_geometric	earth_mosaic	ctm_full_detailed_overlay	minecraft:cutout_mipped		all=ott:block/earth_mosaic/earth_mosaic_geometric|overlay=ott:block/earth_mosaic/earth_mosaic_pattern_overlay	all=same|overlay=match:ott:earth_mosaic_pattern	self		all=ott:block/earth_mosaic/earth_mosaic_geometric_static|overlay=ott:block/earth_mosaic/earth_mosaic_pattern_overlay_static
earth_mosaic_pattern	earth_mosaic	ctm_full_detailed			all=ott:block/earth_mosaic/earth_mosaic_pattern	*=same;match:ott:earth_mosaic_geometric	self		all=ott:block/earth_mosaic/earth_mosaic_pattern_static
amethyst_block_edged_bricks_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/amethyst_block_edged_bricks	all	solo		
ancient_debris_edged_bricks_ctm	ancient_debris	ctm_cube_all_pieces		pieces_full	all=ott:block/ancient_debris/ctm/ancient_debris_edged_bricks	all	solo		
andesite_edged_bricks_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_edged_bricks	all	solo		
basalt_edged_bricks_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_edged_bricks	all	solo		
blackstone_edged_bricks_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/blackstone_edged_bricks	all	solo		
blue_ice_edged_bricks_ctm	blue_ice	ctm_cube_all_pieces		pieces_full	all=ott:block/blue_ice/ctm/blue_ice_edged_bricks	all	solo		
borderless_bricks_edged_bricks_ctm	borderless_bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/borderless_bricks/ctm/borderless_bricks_edged_bricks	all	solo		
bricks_edged_bricks_ctm	bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/bricks/ctm/bricks_edged_bricks	all	solo		
calcite_edged_bricks_ctm	calcite	ctm_cube_all_pieces		pieces_full	all=ott:block/calcite/ctm/calcite_edged_bricks	all	solo		
clay_edged_bricks_ctm	clay	ctm_cube_all_pieces		pieces_full	all=ott:block/clay/ctm/clay_edged_bricks	all	solo		
coal_block_edged_bricks_ctm	coal_block	ctm_cube_all_pieces		pieces_full	all=ott:block/coal_block/ctm/coal_block_edged_bricks	all	solo		
cobblestone_edged_bricks_ctm	cobblestone	ctm_cube_all_pieces		pieces_full	all=ott:block/cobblestone/ctm/cobblestone_edged_bricks	all	solo		
crying_obsidian_edged_bricks_ctm	crying_obsidian	ctm_cube_all_pieces		pieces_full	all=ott:block/crying_obsidian/ctm/crying_obsidian_edged_bricks	all	solo		
dark_prismarine_edged_bricks_ctm	dark_prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_prismarine/ctm/dark_prismarine_edged_bricks	all	solo		
deepslate_edged_bricks_ctm	deepslate	ctm_cube_all_pieces		pieces_full	all=ott:block/deepslate/ctm/deepslate_edged_bricks	all	solo		
diorite_edged_bricks_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/diorite_edged_bricks	all	solo		
dirt_edged_bricks_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/dirt_edged_bricks	all	solo		
dripstone_block_edged_bricks_ctm	dripstone_block	ctm_cube_all_pieces		pieces_full	all=ott:block/dripstone_block/ctm/dripstone_block_edged_bricks	all	solo		
end_stone_edged_bricks_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_edged_bricks	all	solo		
gilded_blackstone_edged_bricks_ctm	gilded_blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/gilded_blackstone/ctm/gilded_blackstone_edged_bricks	all	solo		
granite_edged_bricks_ctm	granite	ctm_cube_all_pieces		pieces_full	all=ott:block/granite/ctm/granite_edged_bricks	all	solo		
ice_edged_bricks_ctm	ice	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/ice/ctm/ice_edged_bricks	all	solo		
lapis_block_edged_bricks_ctm	lapis_block	ctm_cube_all_pieces		pieces_full	all=ott:block/lapis_block/ctm/lapis_block_edged_bricks	all	solo		
lodestone_edged_bricks_ctm	lodestone	ctm_cube_all_pieces		pieces_full	all=ott:block/lodestone/ctm/lodestone_edged_bricks	all	solo		
magma_block_edged_bricks_ctm	magma_block	ctm_cube_all_pieces		pieces_full	all=ott:block/magma_block/ctm/magma_block_edged_bricks	all	solo		
mossy_cobblestone_edged_bricks_ctm	mossy_cobblestone	ctm_cube_all_pieces		pieces_full	all=ott:block/mossy_cobblestone/ctm/mossy_cobblestone_edged_bricks	all	solo		
mossy_stone_bricks_edged_bricks_ctm	mossy_stone_bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/mossy_stone_bricks/ctm/mossy_stone_bricks_edged_bricks	all	solo		
mud_bricks_edged_bricks_ctm	mud_bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/mud_bricks/ctm/mud_bricks_edged_bricks	all	solo		
mud_edged_ctm	mud	ctm_cube_all_pieces		pieces_full	all=ott:block/mud/ctm/mud_edged	all	solo		
nether_bricks_edged_bricks_ctm	nether_bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/nether_bricks/ctm/nether_bricks_edged_bricks	all	solo		
netherrack_edged_bricks_ctm	netherrack	ctm_cube_all_pieces		pieces_full	all=ott:block/netherrack/ctm/netherrack_edged_bricks	all	solo		
obsidian_edged_bricks_ctm	obsidian	ctm_cube_all_pieces		pieces_full	all=ott:block/obsidian/ctm/obsidian_edged_bricks	all	solo		
packed_ice_edged_bricks_ctm	packed_ice	ctm_cube_all_pieces		pieces_full	all=ott:block/packed_ice/ctm/packed_ice_edged_bricks	all	solo		
packed_mud_edged_bricks_ctm	packed_mud	ctm_cube_all_pieces		pieces_full	all=ott:block/packed_mud/ctm/packed_mud_edged_bricks	all	solo		
prismarine_edged_bricks_ctm	prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/prismarine/ctm/prismarine_edged_bricks	all	solo		
purpur_block_edged_bricks_ctm	purpur_block	ctm_cube_all_pieces		pieces_full	all=ott:block/purpur_block/ctm/purpur_block_edged_bricks	all	solo		
quartz_block_edged_bricks_ctm	quartz_block	ctm_cube_all_pieces		pieces_full	all=ott:block/quartz_block/ctm/quartz_block_edged_bricks	all	solo		
raw_copper_block_edged_bricks_ctm	raw_copper_block	ctm_cube_all_pieces		pieces_full	all=ott:block/raw_copper_block/ctm/raw_copper_block_edged_bricks	all	solo		
raw_gold_block_edged_bricks_ctm	raw_gold_block	ctm_cube_all_pieces		pieces_full	all=ott:block/raw_gold_block/ctm/raw_gold_block_edged_bricks	all	solo		
raw_iron_block_edged_bricks_ctm	raw_iron_block	ctm_cube_all_pieces		pieces_full	all=ott:block/raw_iron_block/ctm/raw_iron_block_edged_bricks	all	solo		
red_nether_bricks_edged_bricks_ctm	red_nether_bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/red_nether_bricks/ctm/red_nether_bricks_edged_bricks	all	solo		
red_sandstone_edged_bricks_ctm	red_sandstone	ctm_cube_all_pieces		pieces_full	all=ott:block/red_sandstone/ctm/red_sandstone_edged_bricks	all	solo		
redstone_block_edged_bricks_ctm	redstone_block	ctm_cube_all_pieces		pieces_full	all=ott:block/redstone_block/ctm/redstone_block_edged_bricks	all	solo		
sandstone_edged_bricks_ctm	sandstone	ctm_cube_all_pieces		pieces_full	all=ott:block/sandstone/ctm/sandstone_edged_bricks	all	solo		
smooth_stone_edged_bricks_ctm	smooth_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/smooth_stone/ctm/smooth_stone_edged_bricks	all	solo		
snow_block_edged_bricks_ctm	snow_block	ctm_cube_all_pieces		pieces_full	all=ott:block/snow_block/ctm/snow_block_edged_bricks	all	solo		
tuff_edged_bricks_ctm	tuff	ctm_cube_all_pieces		pieces_full	all=ott:block/tuff/ctm/tuff_edged_bricks	all	solo		
emerald_block_bordered_crosses_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_bordered_crosses	all	solo		
emerald_block_bordered_plating_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_bordered_plating	all	solo		
emerald_block_chiseled_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_chiseled	all	solo		
emerald_block_clovers_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_clovers	all	solo		
emerald_block_crystal_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_crystal	all	solo		
emerald_block_ctm	emerald_block	ctm_cube_column_pieces			side=ott:block/emerald_block/ctm/emerald_block_ctm_side|top=ott:block/emerald_block/ctm/emerald_block_ctm_end	side:pieces_full|top:pieces_full	solo		
emerald_block_patterned_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_patterned	all	solo		
emerald_block_patterned_squares_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_patterned_squares	all	solo		
emerald_block_polished_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_polished	all	solo		
emerald_block_striped_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_striped	all	solo		
emerald_block_waxed_ctm	emerald_block	ctm_cube_all_pieces		pieces_full	all=ott:block/emerald_block/ctm/emerald_block_waxed	all	solo		
acacia_planks_enclosed_ctm	acacia_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/acacia_planks/ctm/acacia_planks_enclosed	all	solo		
bamboo_planks_enclosed_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_enclosed	all	solo		
birch_planks_enclosed_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_enclosed	all	solo		
cherry_planks_enclosed_ctm	cherry_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/cherry_planks/ctm/cherry_planks_enclosed	all	solo		
crimson_planks_enclosed_ctm	crimson_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/crimson_planks/ctm/crimson_planks_enclosed	all	solo		
dark_oak_planks_enclosed_ctm	dark_oak_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_oak_planks/ctm/dark_oak_planks_enclosed	all	solo		
jungle_planks_enclosed_ctm	jungle_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/jungle_planks/ctm/jungle_planks_enclosed	all	solo		
mangrove_planks_enclosed_ctm	mangrove_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/mangrove_planks/ctm/mangrove_planks_enclosed	all	solo		
oak_planks_enclosed_ctm	oak_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/oak_planks/ctm/oak_planks_enclosed	all	solo		
spruce_planks_enclosed_ctm	spruce_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/spruce_planks/ctm/spruce_planks_enclosed	all	solo		
warped_planks_enclosed_ctm	warped_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/warped_planks/ctm/warped_planks_enclosed	all	solo		
end_stone_blobs_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_blobs	all	solo		
end_stone_brick_pattern_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_brick_pattern	all	solo		
end_stone_brick_paving_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_brick_paving	all	solo		
end_stone_chiseled_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_chiseled	all	solo		
end_stone_crushed_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_crushed	all	solo		
end_stone_diagonal_bricks_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_diagonal_bricks	all	solo		
end_stone_mesh_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_mesh	all	solo		
end_stone_paving_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_paving	all	solo		
end_stone_rotated_bricks_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_rotated_bricks	all	solo		
end_stone_scales_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_scales	all	solo		
end_stone_small_tiles_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_small_tiles	all	solo		
end_stone_spiral_pattern_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_spiral_pattern	all	solo		
end_stone_squares_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_squares	all	solo		
end_stone_tiles_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/end_stone_tiles	all	solo		
exposed_copper_block_ctm	exposed_copper	ctm_cube_all_pieces		pieces_full	all=ott:block/exposed_copper/ctm/exposed_copper_block	all	solo		
exposed_copper_grate_ctm	exposed_copper	ctm_cube_all_pieces	minecraft:cutout_mipped	pieces_full	all=ott:block/exposed_copper/ctm/exposed_copper_grate	all	solo		
fancy_black_stained_glass_ctm	black_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/black_stained_glass/ctm/fancy_black_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_blue_stained_glass_ctm	blue_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/blue_stained_glass/ctm/fancy_blue_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_brown_stained_glass_ctm	brown_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/brown_stained_glass/ctm/fancy_brown_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_cyan_stained_glass_ctm	cyan_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/cyan_stained_glass/ctm/fancy_cyan_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_gray_stained_glass_ctm	gray_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/gray_stained_glass/ctm/fancy_gray_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_green_stained_glass_ctm	green_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/green_stained_glass/ctm/fancy_green_stained_glass_ctm	all	solo	minecraft:translucent	
glass_fancy_leaded_ctm	glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/glass/ctm/glass_fancy_leaded	all	solo	minecraft:translucent	
fancy_light_blue_stained_glass_ctm	light_blue_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/light_blue_stained_glass/ctm/fancy_light_blue_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_light_gray_stained_glass_ctm	light_gray_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/light_gray_stained_glass/ctm/fancy_light_gray_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_lime_stained_glass_ctm	lime_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/lime_stained_glass/ctm/fancy_lime_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_magenta_stained_glass_ctm	magenta_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/magenta_stained_glass/ctm/fancy_magenta_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_mud_bricks_ctm	mud_bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/mud_bricks/ctm/fancy_mud_bricks_ctm	all	solo		
fancy_mud_ctm	mud	ctm_cube_all_pieces		pieces_full	all=ott:block/mud/ctm/fancy_mud_ctm	all	solo		
fancy_orange_stained_glass_ctm	orange_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/orange_stained_glass/ctm/fancy_orange_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_packed_mud_ctm	packed_mud	ctm_cube_all_pieces		pieces_full	all=ott:block/packed_mud/ctm/fancy_packed_mud_ctm	all	solo		
fancy_pink_stained_glass_ctm	pink_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/pink_stained_glass/ctm/fancy_pink_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_purple_stained_glass_ctm	purple_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/purple_stained_glass/ctm/fancy_purple_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_red_stained_glass_ctm	red_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/red_stained_glass/ctm/fancy_red_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_white_stained_glass_ctm	white_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/white_stained_glass/ctm/fancy_white_stained_glass_ctm	all	solo	minecraft:translucent	
fancy_yellow_stained_glass_ctm	yellow_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/yellow_stained_glass/ctm/fancy_yellow_stained_glass_ctm	all	solo	minecraft:translucent	
fine_amethyst_block_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/fine_amethyst_block_ctm	all	solo		
fine_ancient_debris_ctm	ancient_debris	ctm_cube_all_pieces		pieces_full	all=ott:block/ancient_debris/ctm/fine_ancient_debris_ctm	all	solo		
fine_andesite_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/fine_andesite_ctm	all	solo		
fine_basalt_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/fine_basalt_ctm	all	solo		
fine_blackstone_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/fine_blackstone_ctm	all	solo		
fine_blue_ice_ctm	blue_ice	ctm_cube_all_pieces		pieces_full	all=ott:block/blue_ice/ctm/fine_blue_ice_ctm	all	solo		
fine_borderless_bricks_ctm	borderless_bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/borderless_bricks/ctm/fine_borderless_bricks_ctm	all	solo		
fine_bricks_ctm	bricks	ctm_cube_all_pieces		pieces_full	all=ott:block/bricks/ctm/fine_bricks_ctm	all	solo		
fine_calcite_ctm	calcite	ctm_cube_all_pieces		pieces_full	all=ott:block/calcite/ctm/fine_calcite_ctm	all	solo		
fine_clay_ctm	clay	ctm_cube_all_pieces		pieces_full	all=ott:block/clay/ctm/fine_clay_ctm	all	solo		
fine_coal_block_ctm	coal_block	ctm_cube_all_pieces		pieces_full	all=ott:block/coal_block/ctm/fine_coal_block_ctm	all	solo		
fine_cobblestone_ctm	cobblestone	ctm_cube_all_pieces		pieces_full	all=ott:block/cobblestone/ctm/fine_cobblestone_ctm	all	solo		
fine_crying_obsidian_ctm	crying_obsidian	ctm_cube_all_pieces		pieces_full	all=ott:block/crying_obsidian/ctm/fine_crying_obsidian_ctm	all	solo		
fine_dark_prismarine_ctm	dark_prismarine	ctm_cube_all_pieces		pieces_full	all=ott:block/dark_prismarine/ctm/fine_dark_prismarine_ctm	all	solo		
fine_deepslate_ctm	deepslate	ctm_cube_all_pieces		pieces_full	all=ott:block/deepslate/ctm/fine_deepslate_ctm	all	solo		
fine_diorite_ctm	diorite	ctm_cube_all_pieces		pieces_full	all=ott:block/diorite/ctm/fine_diorite_ctm	all	solo		
fine_dirt_ctm	dirt	ctm_cube_all_pieces		pieces_full	all=ott:block/dirt/ctm/fine_dirt_ctm	all	solo		
fine_dripstone_block_ctm	dripstone_block	ctm_cube_all_pieces		pieces_full	all=ott:block/dripstone_block/ctm/fine_dripstone_block_ctm	all	solo		
fine_end_stone_ctm	end_stone	ctm_cube_all_pieces		pieces_full	all=ott:block/end_stone/ctm/fine_end_stone_ctm	all	solo		
fine_gilded_blackstone_ctm	gilded_blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/gilded_blackstone/ctm/fine_gilded_blackstone_ctm	all	solo		
fine_granite_ctm	granite	ctm_cube_all_pieces		pieces_full	all=ott:block/granite/ctm/fine_granite_ctm	all	solo		
fine_ice_ctm	ice	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/ice/ctm/fine_ice_ctm	all	solo		
fine_lapis_block_ctm	lapis_block	ctm_cube_all_pieces		pieces_full	all=ott:block/lapis_block/ctm/fine_lapis_block_ctm	all	solo		
fine_lodestone_ctm	lodestone	ctm_cube_all_pieces		pieces_full	all=ott:block/lodestone/ctm/fine_lodestone_ctm	all	solo		
